Question,Answer
What is the cut off marks for General Quota for BTECH Information Technology in the academic year 2020 – 21?,The cut off marks for General Quota for BTECH Information Technology in the academic year 2020 – 21 was 190.5.
What is the yearwise sanctioned intake for BTECH Textile Technology in the academic year 2022 – 23?,The yearwise sanctioned intake for BTECH Textile Technology in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BTECH Textile Technology in the academic year 2021 – 22?,The yearwise sanctioned intake for BTECH Textile Technology in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BTECH Textile Technology in the academic year 2020 – 21?,The yearwise sanctioned intake for BTECH Textile Technology in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BTECH Textile Technology in the academic year 2022 – 23?,The yearwise actual admission for BTECH Textile Technology in the academic year 2022 – 23 was 54.
What is the yearwise actual admission for BTECH Textile Technology in the academic year 2021 – 22?,The yearwise actual admission for BTECH Textile Technology in the academic year 2021 – 22 was 54.
What is the yearwise actual admission for BTECH Textile Technology in the academic year 2020 – 21?,The yearwise actual admission for BTECH Textile Technology in the academic year 2020 – 21 was 49.
What is the cut off marks for General Quota for BTECH Textile Technology in the academic year 2022 – 23?,The cut off marks for General Quota for BTECH Textile Technology in the academic year 2022 – 23 was 164.5.
What is the cut off marks for General Quota for BTECH Textile Technology in the academic year 2021 – 22?,The cut off marks for General Quota for BTECH Textile Technology in the academic year 2021 – 22 was 186.
What is the cut off marks for General Quota for BTECH Textile Technology in the academic year 2020 – 21?,The cut off marks for General Quota for BTECH Textile Technology in the academic year 2020 – 21 was 183.
What is the yearwise sanctioned intake for MCA in the academic year 2022 – 23?,The yearwise sanctioned intake for MCA in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for MCA in the academic year 2021 – 22?,The yearwise sanctioned intake for MCA in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for MCA in the academic year 2020 – 21?,The yearwise sanctioned intake for MCA in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for MCA in the academic year 2022 – 23?,The yearwise actual admission for MCA in the academic year 2022 – 23 was 61.
What is the yearwise actual admission for MCA in the academic year 2021 – 22?,The yearwise actual admission for MCA in the academic year 2021 – 22 was 58.
What is the yearwise actual admission for MCA in the academic year 2020 – 21?,The yearwise actual admission for MCA in the academic year 2020 – 21 was 49.
What is the cut off marks for General Quota for MCA in the academic year 2022 – 23?,The cut off marks for General Quota for MCA in the academic year 2022 – 23 was 98.406.
What is the cut off marks for General Quota for MCA in the academic year 2021 – 22?,The cut off marks for General Quota for MCA in the academic year 2021 – 22 was 98.931.
What is the cut off marks for General Quota for MCA in the academic year 2020 – 21?,The cut off marks for General Quota for MCA in the academic year 2020 – 21 was 95.857.
What is the yearwise sanctioned intake for MBA in the academic year 2022 – 23?,The yearwise sanctioned intake for MBA in the academic year 2022 – 23 was 180.
What is the yearwise sanctioned intake for MBA in the academic year 2021 – 22?,The yearwise sanctioned intake for MBA in the academic year 2021 – 22 was 180.
What is the yearwise sanctioned intake for MBA in the academic year 2020 – 21?,The yearwise sanctioned intake for MBA in the academic year 2020 – 21 was 180.
What is the yearwise actual admission for MBA in the academic year 2022 – 23?,The yearwise actual admission for MBA in the academic year 2022 – 23 was 179.
What is the yearwise actual admission for MBA in the academic year 2021 – 22?,The yearwise actual admission for MBA in the academic year 2021 – 22 was 177.
What is the yearwise actual admission for MBA in the academic year 2020 – 21?,The yearwise actual admission for MBA in the academic year 2020 – 21 was 178.
What is the cut off marks for General Quota for MBA in the academic year 2022 – 23?,The cut off marks for General Quota for MBA in the academic year 2022 – 23 was 99.878.
What is the cut off marks for General Quota for MBA in the academic year 2021 – 22?,The cut off marks for General Quota for MBA in the academic year 2021 – 22 was 99.979.
What is the cut off marks for General Quota for MBA in the academic year 2020 – 21?,The cut off marks for General Quota for MBA in the academic year 2020 – 21 was 97.758.
What is the yearwise sanctioned intake for MBA (WM & SE) in the academic year 2022 – 23?,The yearwise sanctioned intake for MBA (WM & SE) in the academic year 2022 – 23 was 30.
What is the yearwise sanctioned intake for MBA (WM & SE) in the academic year 2021 – 22?,The yearwise sanctioned intake for MBA (WM & SE) in the academic year 2021 – 22 was 30.
What is the yearwise sanctioned intake for MBA (WM & SE) in the academic year 2020 – 21?,The yearwise sanctioned intake for MBA (WM & SE) in the academic year 2020 – 21 was 30.
What is the yearwise actual admission for MBA (WM & SE) in the academic year 2022 – 23?,The yearwise actual admission for MBA (WM & SE) in the academic year 2022 – 23 was 27.
What is the yearwise actual admission for MBA (WM & SE) in the academic year 2021 – 22?,The yearwise actual admission for MBA (WM & SE) in the academic year 2021 – 22 was 27.
What is the yearwise actual admission for MBA (WM & SE) in the academic year 2020 – 21?,The yearwise actual admission for MBA (WM & SE) in the academic year 2020 – 21 was 28.
What is the cut off marks for General Quota for MBA (WM & SE) in the academic year 2022 – 23?,The cut off marks for General Quota for MBA (WM & SE) in the academic year 2022 – 23 was 98.552.
What is the cut off marks for General Quota for MBA (WM & SE) in the academic year 2021 – 22?,The cut off marks for General Quota for MBA (WM & SE) in the academic year 2021 – 22 was 97.721.
What is the cut off marks for General Quota for MBA (WM & SE) in the academic year 2020 – 21?,The cut off marks for General Quota for MBA (WM & SE) in the academic year 2020 – 21 was 93.758.
When was Dr. G.R. Karpagam born?,"Dr. G.R. Karpagam was born on January 25, 1975."
What is Dr. G.R. Karpagam's AICTE Unique ID?,Dr. G.R. Karpagam's AICTE Unique ID is 1-421881111.
What are Dr. G.R. Karpagam's educational qualifications?,"Dr. G.R. Karpagam holds a Bachelor's in Computer Science and Engineering (BE-CSE), a Master's in Computer Science and Engineering (ME-CSE), and a Ph.D. degree."
How many years of teaching experience does Dr. G.R. Karpagam have?,Dr. G.R. Karpagam has 26 years of teaching experience.
In which field is Dr. G.R. Karpagam specialized?,Dr. G.R. Karpagam specializes in Computer Science and Engineering.
